order_id,customer_id,order_date,order_status,subtotal,discount_amount,shipping_cost,tax_amount,total_amount,payment_method,order_source,billing_country
ORD-003411,CUST-03412,2024-10-24,completed,236,0,0,18.88,254.88,paypal,email_campaign,DE
ORD-003412,CUST-03413,2023-11-25,completed,237,0,0,18.96,255.96,apple_pay,direct_traffic,FR
ORD-003413,CUST-03414,2024-12-26,completed,238,0,0,19.04,257.04,google_pay,affiliate,AU
ORD-003414,CUST-03415,2024-04-27,completed,239,0,0,19.12,258.12,bank_transfer,organic_search,US
ORD-003415,CUST-03416,2023-05-28,completed,240,24,0,19.2,235.2,credit_card,paid_search,CA
ORD-003416,CUST-03417,2024-06-01,shipped,241,0,0,19.28,260.28,paypal,social_media,UK
ORD-003417,CUST-03418,2023-07-02,shipped,242,0,0,19.36,261.36,apple_pay,email_campaign,DE
ORD-003418,CUST-03419,2024-08-03,processing,243,0,0,19.44,262.44,google_pay,direct_traffic,FR
ORD-003419,CUST-03420,2023-09-04,cancelled,244,0,0,19.52,263.52,bank_transfer,affiliate,AU
ORD-003420,CUST-03421,2023-10-05,completed,245,24.5,0,19.6,240.1,credit_card,organic_search,US
ORD-003421,CUST-03422,2024-11-06,completed,246,0,0,19.68,265.68,paypal,paid_search,CA
ORD-003422,CUST-03423,2023-12-07,completed,247,0,0,19.76,266.76,apple_pay,social_media,UK
ORD-003423,CUST-03424,2024-10-08,completed,248,0,0,19.84,267.84,google_pay,email_campaign,DE
ORD-003424,CUST-03425,2024-05-09,completed,249,0,0,19.92,268.92,bank_transfer,direct_traffic,FR
ORD-003425,CUST-03426,2023-06-10,completed,250,25,0,20,245,credit_card,affiliate,AU
ORD-003426,CUST-03427,2024-07-11,completed,251,0,0,20.08,271.08,paypal,organic_search,US
ORD-003427,CUST-03428,2023-08-12,completed,252,0,0,20.16,272.16,apple_pay,paid_search,CA
ORD-003428,CUST-03429,2024-09-13,completed,253,0,0,20.24,273.24,google_pay,social_media,UK
ORD-003429,CUST-03430,2023-01-14,completed,254,0,0,20.32,274.32,bank_transfer,email_campaign,DE
ORD-003430,CUST-03431,2023-11-15,completed,255,25.5,0,20.4,249.9,credit_card,direct_traffic,FR
ORD-003431,CUST-03432,2024-12-16,completed,256,0,0,20.48,276.48,paypal,affiliate,AU
ORD-003432,CUST-03433,2023-10-17,completed,257,0,0,20.56,277.56,apple_pay,organic_search,US
ORD-003433,CUST-03434,2024-11-18,completed,258,0,0,20.64,278.64,google_pay,paid_search,CA
ORD-003434,CUST-03435,2024-06-19,completed,259,0,0,20.72,279.72,bank_transfer,social_media,UK
ORD-003435,CUST-03436,2023-07-20,completed,260,26,0,20.8,254.8,credit_card,email_campaign,DE
ORD-003436,CUST-03437,2024-08-21,shipped,261,0,0,20.88,281.88,paypal,direct_traffic,FR
ORD-003437,CUST-03438,2023-09-22,shipped,262,0,0,20.96,282.96,apple_pay,affiliate,AU
ORD-003438,CUST-03439,2024-01-23,processing,263,0,0,21.04,284.04,google_pay,organic_search,US
ORD-003439,CUST-03440,2023-02-24,cancelled,264,0,0,21.12,285.12,bank_transfer,paid_search,CA
ORD-003440,CUST-03441,2023-12-25,completed,265,26.5,0,21.2,259.7,credit_card,social_media,UK
ORD-003441,CUST-03442,2024-10-26,completed,266,0,0,21.28,287.28,paypal,email_campaign,DE
ORD-003442,CUST-03443,2023-11-27,completed,267,0,0,21.36,288.36,apple_pay,direct_traffic,FR
ORD-003443,CUST-03444,2024-12-28,completed,268,0,0,21.44,289.44,google_pay,affiliate,AU
ORD-003444,CUST-03445,2024-07-01,completed,269,0,0,21.52,290.52,bank_transfer,organic_search,US
ORD-003445,CUST-03446,2023-08-02,completed,270,27,0,21.6,264.6,credit_card,paid_search,CA
ORD-003446,CUST-03447,2024-09-03,completed,271,0,0,21.68,292.68,paypal,social_media,UK
ORD-003447,CUST-03448,2023-01-04,completed,272,0,0,21.76,293.76,apple_pay,email_campaign,DE
ORD-003448,CUST-03449,2024-02-05,completed,273,0,0,21.84,294.84,google_pay,direct_traffic,FR
ORD-003449,CUST-03450,2023-03-06,completed,274,0,0,21.92,295.92,bank_transfer,affiliate,AU
ORD-003450,CUST-03451,2023-10-07,completed,275,27.5,0,22,269.5,credit_card,organic_search,US
ORD-003451,CUST-03452,2024-11-08,completed,276,0,0,22.08,298.08,paypal,paid_search,CA
ORD-003452,CUST-03453,2023-12-09,completed,277,0,0,22.16,299.16,apple_pay,social_media,UK
ORD-003453,CUST-03454,2024-10-10,completed,278,0,0,22.24,300.24,google_pay,email_campaign,DE
ORD-003454,CUST-03455,2024-08-11,completed,279,0,0,22.32,301.32,bank_transfer,direct_traffic,FR
ORD-003455,CUST-03456,2023-09-12,completed,280,28,0,22.4,274.4,credit_card,affiliate,AU
ORD-003456,CUST-03457,2024-01-13,shipped,281,0,0,22.48,303.48,paypal,organic_search,US
ORD-003457,CUST-03458,2023-02-14,shipped,282,0,0,22.56,304.56,apple_pay,paid_search,CA
ORD-003458,CUST-03459,2024-03-15,processing,283,0,0,22.64,305.64,google_pay,social_media,UK
ORD-003459,CUST-03460,2023-04-16,cancelled,284,0,0,22.72,306.72,bank_transfer,email_campaign,DE
ORD-003460,CUST-03461,2023-11-17,completed,285,28.5,0,22.8,279.3,credit_card,direct_traffic,FR
ORD-003461,CUST-03462,2024-12-18,completed,286,0,0,22.88,308.88,paypal,affiliate,AU
ORD-003462,CUST-03463,2023-10-19,completed,287,0,0,22.96,309.96,apple_pay,organic_search,US
ORD-003463,CUST-03464,2024-11-20,completed,288,0,0,23.04,311.04,google_pay,paid_search,CA
ORD-003464,CUST-03465,2024-09-21,completed,289,0,0,23.12,312.12,bank_transfer,social_media,UK
ORD-003465,CUST-03466,2023-01-22,completed,290,29,0,23.2,284.2,credit_card,email_campaign,DE
ORD-003466,CUST-03467,2024-02-23,completed,291,0,0,23.28,314.28,paypal,direct_traffic,FR
ORD-003467,CUST-03468,2023-03-24,completed,292,0,0,23.36,315.36,apple_pay,affiliate,AU
ORD-003468,CUST-03469,2024-04-25,completed,293,0,0,23.44,316.44,google_pay,organic_search,US
ORD-003469,CUST-03470,2023-05-26,completed,294,0,0,23.52,317.52,bank_transfer,paid_search,CA
ORD-003470,CUST-03471,2023-12-27,completed,295,29.5,0,23.6,289.1,credit_card,social_media,UK
ORD-003471,CUST-03472,2024-10-28,completed,296,0,0,23.68,319.68,paypal,email_campaign,DE
ORD-003472,CUST-03473,2023-11-01,completed,297,0,0,23.76,320.76,apple_pay,direct_traffic,FR
ORD-003473,CUST-03474,2024-12-02,completed,298,0,0,23.84,321.84,google_pay,affiliate,AU
ORD-003474,CUST-03475,2024-01-03,completed,299,0,0,23.92,322.92,bank_transfer,organic_search,US
ORD-003475,CUST-03476,2023-02-04,completed,300,30,0,24,294,credit_card,paid_search,CA
ORD-003476,CUST-03477,2024-03-05,shipped,301,0,0,24.08,325.08,paypal,social_media,UK
ORD-003477,CUST-03478,2023-04-06,shipped,302,0,0,24.16,326.16,apple_pay,email_campaign,DE
ORD-003478,CUST-03479,2024-05-07,processing,303,0,0,24.24,327.24,google_pay,direct_traffic,FR
ORD-003479,CUST-03480,2023-06-08,cancelled,304,0,0,24.32,328.32,bank_transfer,affiliate,AU
ORD-003480,CUST-03481,2023-10-09,completed,305,30.5,0,24.4,298.9,credit_card,organic_search,US
ORD-003481,CUST-03482,2024-11-10,completed,306,0,0,24.48,330.48,paypal,paid_search,CA
ORD-003482,CUST-03483,2023-12-11,completed,307,0,0,24.56,331.56,apple_pay,social_media,UK
ORD-003483,CUST-03484,2024-10-12,completed,308,0,0,24.64,332.64,google_pay,email_campaign,DE
ORD-003484,CUST-03485,2024-02-13,completed,309,0,0,24.72,333.72,bank_transfer,direct_traffic,FR
ORD-003485,CUST-03486,2023-03-14,completed,310,31,0,24.8,303.8,credit_card,affiliate,AU
ORD-003486,CUST-03487,2024-04-15,completed,311,0,0,24.88,335.88,paypal,organic_search,US
ORD-003487,CUST-03488,2023-05-16,completed,312,0,0,24.96,336.96,apple_pay,paid_search,CA
ORD-003488,CUST-03489,2024-06-17,completed,313,0,0,25.04,338.04,google_pay,social_media,UK
ORD-003489,CUST-03490,2023-07-18,completed,314,0,0,25.12,339.12,bank_transfer,email_campaign,DE
ORD-003490,CUST-03491,2023-11-19,completed,315,31.5,0,25.2,308.7,credit_card,direct_traffic,FR
ORD-003491,CUST-03492,2024-12-20,completed,316,0,0,25.28,341.28,paypal,affiliate,AU
ORD-003492,CUST-03493,2023-10-21,completed,317,0,0,25.36,342.36,apple_pay,organic_search,US
ORD-003493,CUST-03494,2024-11-22,completed,318,0,0,25.44,343.44,google_pay,paid_search,CA
ORD-003494,CUST-03495,2024-03-23,completed,319,0,0,25.52,344.52,bank_transfer,social_media,UK
ORD-003495,CUST-03496,2023-04-24,completed,320,32,0,25.6,313.6,credit_card,email_campaign,DE
ORD-003496,CUST-03497,2024-05-25,shipped,321,0,0,25.68,346.68,paypal,direct_traffic,FR
ORD-003497,CUST-03498,2023-06-26,shipped,322,0,0,25.76,347.76,apple_pay,affiliate,AU
ORD-003498,CUST-03499,2024-07-27,processing,323,0,0,25.84,348.84,google_pay,organic_search,US
ORD-003499,CUST-03500,2023-08-28,cancelled,324,0,0,25.92,349.92,bank_transfer,paid_search,CA
ORD-003500,CUST-03501,2023-12-01,completed,325,32.5,0,26,318.5,credit_card,social_media,UK
ORD-003501,CUST-03502,2024-10-02,completed,326,0,0,26.08,352.08,paypal,email_campaign,DE
ORD-003502,CUST-03503,2023-11-03,completed,327,0,0,26.16,353.16,apple_pay,direct_traffic,FR
ORD-003503,CUST-03504,2024-12-04,completed,328,0,0,26.24,354.24,google_pay,affiliate,AU
ORD-003504,CUST-03505,2024-04-05,completed,329,0,0,26.32,355.32,bank_transfer,organic_search,US
ORD-003505,CUST-03506,2023-05-06,completed,330,33,0,26.4,323.4,credit_card,paid_search,CA
ORD-003506,CUST-03507,2024-06-07,completed,331,0,0,26.48,357.48,paypal,social_media,UK
ORD-003507,CUST-03508,2023-07-08,completed,332,0,0,26.56,358.56,apple_pay,email_campaign,DE
ORD-003508,CUST-03509,2024-08-09,completed,333,0,0,26.64,359.64,google_pay,direct_traffic,FR
ORD-003509,CUST-03510,2023-09-10,completed,334,0,0,26.72,360.72,bank_transfer,affiliate,AU
ORD-003510,CUST-03511,2023-10-11,completed,335,33.5,0,26.8,328.3,credit_card,organic_search,US
ORD-003511,CUST-03512,2024-11-12,completed,336,0,0,26.88,362.88,paypal,paid_search,CA
ORD-003512,CUST-03513,2023-12-13,completed,337,0,0,26.96,363.96,apple_pay,social_media,UK
ORD-003513,CUST-03514,2024-10-14,completed,338,0,0,27.04,365.04,google_pay,email_campaign,DE
ORD-003514,CUST-03515,2024-05-15,completed,339,0,0,27.12,366.12,bank_transfer,direct_traffic,FR
ORD-003515,CUST-03516,2023-06-16,completed,340,34,0,27.2,333.2,credit_card,affiliate,AU
ORD-003516,CUST-03517,2024-07-17,shipped,341,0,0,27.28,368.28,paypal,organic_search,US
ORD-003517,CUST-03518,2023-08-18,shipped,342,0,0,27.36,369.36,apple_pay,paid_search,CA
ORD-003518,CUST-03519,2024-09-19,processing,343,0,0,27.44,370.44,google_pay,social_media,UK
ORD-003519,CUST-03520,2023-01-20,cancelled,344,0,0,27.52,371.52,bank_transfer,email_campaign,DE
ORD-003520,CUST-03521,2023-11-21,completed,345,34.5,0,27.6,338.1,credit_card,direct_traffic,FR
ORD-003521,CUST-03522,2024-12-22,completed,346,0,0,27.68,373.68,paypal,affiliate,AU
ORD-003522,CUST-03523,2023-10-23,completed,347,0,0,27.76,374.76,apple_pay,organic_search,US
ORD-003523,CUST-03524,2024-11-24,completed,348,0,0,27.84,375.84,google_pay,paid_search,CA
ORD-003524,CUST-03525,2024-06-25,completed,349,0,0,27.92,376.92,bank_transfer,social_media,UK
ORD-003525,CUST-03526,2023-07-26,completed,350,35,0,28,343,credit_card,email_campaign,DE
ORD-003526,CUST-03527,2024-08-27,completed,351,0,0,28.08,379.08,paypal,direct_traffic,FR
ORD-003527,CUST-03528,2023-09-28,completed,352,0,0,28.16,380.16,apple_pay,affiliate,AU
ORD-003528,CUST-03529,2024-01-01,completed,353,0,0,28.24,381.24,google_pay,organic_search,US
ORD-003529,CUST-03530,2023-02-02,completed,354,0,0,28.32,382.32,bank_transfer,paid_search,CA
ORD-003530,CUST-03531,2023-12-03,completed,355,35.5,0,28.4,347.9,credit_card,social_media,UK
ORD-003531,CUST-03532,2024-10-04,completed,356,0,0,28.48,384.48,paypal,email_campaign,DE
ORD-003532,CUST-03533,2023-11-05,completed,357,0,0,28.56,385.56,apple_pay,direct_traffic,FR
ORD-003533,CUST-03534,2024-12-06,completed,358,0,0,28.64,386.64,google_pay,affiliate,AU
ORD-003534,CUST-03535,2024-07-07,completed,359,0,0,28.72,387.72,bank_transfer,organic_search,US
ORD-003535,CUST-03536,2023-08-08,completed,360,36,0,28.8,352.8,credit_card,paid_search,CA
ORD-003536,CUST-03537,2024-09-09,shipped,361,0,0,28.88,389.88,paypal,social_media,UK
ORD-003537,CUST-03538,2023-01-10,shipped,362,0,0,28.96,390.96,apple_pay,email_campaign,DE
ORD-003538,CUST-03539,2024-02-11,processing,363,0,0,29.04,392.04,google_pay,direct_traffic,FR
ORD-003539,CUST-03540,2023-03-12,cancelled,364,0,0,29.12,393.12,bank_transfer,affiliate,AU
ORD-003540,CUST-03541,2023-10-13,completed,365,36.5,0,29.2,357.7,credit_card,organic_search,US
ORD-003541,CUST-03542,2024-11-14,completed,366,0,0,29.28,395.28,paypal,paid_search,CA
ORD-003542,CUST-03543,2023-12-15,completed,367,0,0,29.36,396.36,apple_pay,social_media,UK
ORD-003543,CUST-03544,2024-10-16,completed,368,0,0,29.44,397.44,google_pay,email_campaign,DE
ORD-003544,CUST-03545,2024-08-17,completed,369,0,0,29.52,398.52,bank_transfer,direct_traffic,FR
ORD-003545,CUST-03546,2023-09-18,completed,370,37,0,29.6,362.6,credit_card,affiliate,AU
ORD-003546,CUST-03547,2024-01-19,completed,371,0,0,29.68,400.68,paypal,organic_search,US
ORD-003547,CUST-03548,2023-02-20,completed,372,0,0,29.76,401.76,apple_pay,paid_search,CA
ORD-003548,CUST-03549,2024-03-21,completed,373,0,0,29.84,402.84,google_pay,social_media,UK
ORD-003549,CUST-03550,2023-04-22,completed,374,0,0,29.92,403.92,bank_transfer,email_campaign,DE
ORD-003550,CUST-03551,2023-11-23,completed,375,37.5,0,30,367.5,credit_card,direct_traffic,FR
ORD-003551,CUST-03552,2024-12-24,completed,376,0,0,30.08,406.08,paypal,affiliate,AU
ORD-003552,CUST-03553,2023-10-25,completed,377,0,0,30.16,407.16,apple_pay,organic_search,US
ORD-003553,CUST-03554,2024-11-26,completed,378,0,0,30.24,408.24,google_pay,paid_search,CA
ORD-003554,CUST-03555,2024-09-27,completed,379,0,0,30.32,409.32,bank_transfer,social_media,UK
ORD-003555,CUST-03556,2023-01-28,completed,380,38,0,30.4,372.4,credit_card,email_campaign,DE
ORD-003556,CUST-03557,2024-02-01,shipped,381,0,0,30.48,411.48,paypal,direct_traffic,FR
ORD-003557,CUST-03558,2023-03-02,shipped,382,0,0,30.56,412.56,apple_pay,affiliate,AU
ORD-003558,CUST-03559,2024-04-03,processing,383,0,0,30.64,413.64,google_pay,organic_search,US
ORD-003559,CUST-03560,2023-05-04,cancelled,384,0,0,30.72,414.72,bank_transfer,paid_search,CA
ORD-003560,CUST-03561,2023-12-05,completed,385,38.5,0,30.8,377.3,credit_card,social_media,UK
ORD-003561,CUST-03562,2024-10-06,completed,386,0,0,30.88,416.88,paypal,email_campaign,DE
ORD-003562,CUST-03563,2023-11-07,completed,387,0,0,30.96,417.96,apple_pay,direct_traffic,FR
ORD-003563,CUST-03564,2024-12-08,completed,388,0,0,31.04,419.04,google_pay,affiliate,AU
ORD-003564,CUST-03565,2024-01-09,completed,389,0,0,31.12,420.12,bank_transfer,organic_search,US
ORD-003565,CUST-03566,2023-02-10,completed,390,39,0,31.2,382.2,credit_card,paid_search,CA
ORD-003566,CUST-03567,2024-03-11,completed,391,0,0,31.28,422.28,paypal,social_media,UK
ORD-003567,CUST-03568,2023-04-12,completed,392,0,0,31.36,423.36,apple_pay,email_campaign,DE
ORD-003568,CUST-03569,2024-05-13,completed,393,0,0,31.44,424.44,google_pay,direct_traffic,FR
ORD-003569,CUST-03570,2023-06-14,completed,394,0,0,31.52,425.52,bank_transfer,affiliate,AU
ORD-003570,CUST-03571,2023-10-15,completed,395,39.5,0,31.6,387.1,credit_card,organic_search,US
ORD-003571,CUST-03572,2024-11-16,completed,396,0,0,31.68,427.68,paypal,paid_search,CA
ORD-003572,CUST-03573,2023-12-17,completed,397,0,0,31.76,428.76,apple_pay,social_media,UK
ORD-003573,CUST-03574,2024-10-18,completed,398,0,0,31.84,429.84,google_pay,email_campaign,DE
ORD-003574,CUST-03575,2024-02-19,completed,399,0,0,31.92,430.92,bank_transfer,direct_traffic,FR
ORD-003575,CUST-03576,2023-03-20,completed,400,40,0,32,392,credit_card,affiliate,AU
ORD-003576,CUST-03577,2024-04-21,shipped,401,0,0,32.08,433.08,paypal,organic_search,US
ORD-003577,CUST-03578,2023-05-22,shipped,402,0,0,32.16,434.16,apple_pay,paid_search,CA
ORD-003578,CUST-03579,2024-06-23,processing,403,0,0,32.24,435.24,google_pay,social_media,UK
ORD-003579,CUST-03580,2023-07-24,cancelled,404,0,0,32.32,436.32,bank_transfer,email_campaign,DE
ORD-003580,CUST-03581,2023-11-25,completed,405,40.5,0,32.4,396.9,credit_card,direct_traffic,FR
ORD-003581,CUST-03582,2024-12-26,completed,406,0,0,32.48,438.48,paypal,affiliate,AU
ORD-003582,CUST-03583,2023-10-27,completed,407,0,0,32.56,439.56,apple_pay,organic_search,US
ORD-003583,CUST-03584,2024-11-28,completed,408,0,0,32.64,440.64,google_pay,paid_search,CA
ORD-003584,CUST-03585,2024-03-01,completed,409,0,0,32.72,441.72,bank_transfer,social_media,UK
ORD-003585,CUST-03586,2023-04-02,completed,410,41,0,32.8,401.8,credit_card,email_campaign,DE
ORD-003586,CUST-03587,2024-05-03,completed,411,0,0,32.88,443.88,paypal,direct_traffic,FR
ORD-003587,CUST-03588,2023-06-04,completed,412,0,0,32.96,444.96,apple_pay,affiliate,AU
ORD-003588,CUST-03589,2024-07-05,completed,413,0,0,33.04,446.04,google_pay,organic_search,US
ORD-003589,CUST-03590,2023-08-06,completed,414,0,0,33.12,447.12,bank_transfer,paid_search,CA
ORD-003590,CUST-03591,2023-12-07,completed,415,41.5,0,33.2,406.7,credit_card,social_media,UK
ORD-003591,CUST-03592,2024-10-08,completed,416,0,0,33.28,449.28,paypal,email_campaign,DE
ORD-003592,CUST-03593,2023-11-09,completed,417,0,0,33.36,450.36,apple_pay,direct_traffic,FR
ORD-003593,CUST-03594,2024-12-10,completed,418,0,0,33.44,451.44,google_pay,affiliate,AU
ORD-003594,CUST-03595,2024-04-11,completed,419,0,0,33.52,452.52,bank_transfer,organic_search,US
ORD-003595,CUST-03596,2023-05-12,completed,420,42,0,33.6,411.6,credit_card,paid_search,CA
ORD-003596,CUST-03597,2024-06-13,shipped,421,0,0,33.68,454.68,paypal,social_media,UK
ORD-003597,CUST-03598,2023-07-14,shipped,422,0,0,33.76,455.76,apple_pay,email_campaign,DE
ORD-003598,CUST-03599,2024-08-15,processing,423,0,0,33.84,456.84,google_pay,direct_traffic,FR
ORD-003599,CUST-03600,2023-09-16,cancelled,424,0,0,33.92,457.92,bank_transfer,affiliate,AU
ORD-003600,CUST-03601,2023-10-17,completed,25,2.5,5,2,29.5,credit_card,organic_search,US
ORD-003601,CUST-03602,2024-11-18,completed,26,0,6,2.08,34.08,paypal,paid_search,CA
ORD-003602,CUST-03603,2023-12-19,completed,27,0,7,2.16,36.16,apple_pay,social_media,UK
ORD-003603,CUST-03604,2024-10-20,completed,28,0,8,2.24,38.24,google_pay,email_campaign,DE
ORD-003604,CUST-03605,2024-05-21,completed,29,0,9,2.32,40.32,bank_transfer,direct_traffic,FR
ORD-003605,CUST-03606,2023-06-22,completed,30,3,10,2.4,39.4,credit_card,affiliate,AU
ORD-003606,CUST-03607,2024-07-23,completed,31,0,11,2.48,44.48,paypal,organic_search,US
ORD-003607,CUST-03608,2023-08-24,completed,32,0,12,2.56,46.56,apple_pay,paid_search,CA
ORD-003608,CUST-03609,2024-09-25,completed,33,0,13,2.64,48.64,google_pay,social_media,UK
ORD-003609,CUST-03610,2023-01-26,completed,34,0,14,2.72,50.72,bank_transfer,email_campaign,DE
ORD-003610,CUST-03611,2023-11-27,completed,35,3.5,5,2.8,39.3,credit_card,direct_traffic,FR
ORD-003611,CUST-03612,2024-12-28,completed,36,0,6,2.88,44.88,paypal,affiliate,AU
ORD-003612,CUST-03613,2023-10-01,completed,37,0,7,2.96,46.96,apple_pay,organic_search,US
ORD-003613,CUST-03614,2024-11-02,completed,38,0,8,3.04,49.04,google_pay,paid_search,CA
ORD-003614,CUST-03615,2024-06-03,completed,39,0,9,3.12,51.12,bank_transfer,social_media,UK
ORD-003615,CUST-03616,2023-07-04,completed,40,4,10,3.2,49.2,credit_card,email_campaign,DE
ORD-003616,CUST-03617,2024-08-05,shipped,41,0,11,3.28,55.28,paypal,direct_traffic,FR
ORD-003617,CUST-03618,2023-09-06,shipped,42,0,12,3.36,57.36,apple_pay,affiliate,AU
ORD-003618,CUST-03619,2024-01-07,processing,43,0,13,3.44,59.44,google_pay,organic_search,US
ORD-003619,CUST-03620,2023-02-08,cancelled,44,0,14,3.52,61.52,bank_transfer,paid_search,CA
ORD-003620,CUST-03621,2023-12-09,completed,45,4.5,5,3.6,49.1,credit_card,social_media,UK
ORD-003621,CUST-03622,2024-10-10,completed,46,0,6,3.68,55.68,paypal,email_campaign,DE
ORD-003622,CUST-03623,2023-11-11,completed,47,0,7,3.76,57.76,apple_pay,direct_traffic,FR
ORD-003623,CUST-03624,2024-12-12,completed,48,0,8,3.84,59.84,google_pay,affiliate,AU
ORD-003624,CUST-03625,2024-07-13,completed,49,0,9,3.92,61.92,bank_transfer,organic_search,US
ORD-003625,CUST-03626,2023-08-14,completed,50,5,10,4,59,credit_card,paid_search,CA
ORD-003626,CUST-03627,2024-09-15,completed,51,0,11,4.08,66.08,paypal,social_media,UK
ORD-003627,CUST-03628,2023-01-16,completed,52,0,12,4.16,68.16,apple_pay,email_campaign,DE
ORD-003628,CUST-03629,2024-02-17,completed,53,0,13,4.24,70.24,google_pay,direct_traffic,FR
ORD-003629,CUST-03630,2023-03-18,completed,54,0,14,4.32,72.32,bank_transfer,affiliate,AU
ORD-003630,CUST-03631,2023-10-19,completed,55,5.5,5,4.4,58.9,credit_card,organic_search,US
ORD-003631,CUST-03632,2024-11-20,completed,56,0,6,4.48,66.48,paypal,paid_search,CA
ORD-003632,CUST-03633,2023-12-21,completed,57,0,7,4.56,68.56,apple_pay,social_media,UK
ORD-003633,CUST-03634,2024-10-22,completed,58,0,8,4.64,70.64,google_pay,email_campaign,DE
ORD-003634,CUST-03635,2024-08-23,completed,59,0,9,4.72,72.72,bank_transfer,direct_traffic,FR
ORD-003635,CUST-03636,2023-09-24,completed,60,6,10,4.8,68.8,credit_card,affiliate,AU
ORD-003636,CUST-03637,2024-01-25,shipped,61,0,11,4.88,76.88,paypal,organic_search,US
ORD-003637,CUST-03638,2023-02-26,shipped,62,0,12,4.96,78.96,apple_pay,paid_search,CA
ORD-003638,CUST-03639,2024-03-27,processing,63,0,13,5.04,81.04,google_pay,social_media,UK
ORD-003639,CUST-03640,2023-04-28,cancelled,64,0,14,5.12,83.12,bank_transfer,email_campaign,DE
ORD-003640,CUST-03641,2023-11-01,completed,65,6.5,5,5.2,68.7,credit_card,direct_traffic,FR
ORD-003641,CUST-03642,2024-12-02,completed,66,0,6,5.28,77.28,paypal,affiliate,AU
ORD-003642,CUST-03643,2023-10-03,completed,67,0,7,5.36,79.36,apple_pay,organic_search,US
ORD-003643,CUST-03644,2024-11-04,completed,68,0,8,5.44,81.44,google_pay,paid_search,CA
ORD-003644,CUST-03645,2024-09-05,completed,69,0,9,5.52,83.52,bank_transfer,social_media,UK
ORD-003645,CUST-03646,2023-01-06,completed,70,7,10,5.6,78.6,credit_card,email_campaign,DE
ORD-003646,CUST-03647,2024-02-07,completed,71,0,11,5.68,87.68,paypal,direct_traffic,FR
ORD-003647,CUST-03648,2023-03-08,completed,72,0,12,5.76,89.76,apple_pay,affiliate,AU
ORD-003648,CUST-03649,2024-04-09,completed,73,0,13,5.84,91.84,google_pay,organic_search,US
ORD-003649,CUST-03650,2023-05-10,completed,74,0,14,5.92,93.92,bank_transfer,paid_search,CA
ORD-003650,CUST-03651,2023-12-11,completed,75,7.5,5,6,78.5,credit_card,social_media,UK
ORD-003651,CUST-03652,2024-10-12,completed,76,0,0,6.08,82.08,paypal,email_campaign,DE
ORD-003652,CUST-03653,2023-11-13,completed,77,0,0,6.16,83.16,apple_pay,direct_traffic,FR
ORD-003653,CUST-03654,2024-12-14,completed,78,0,0,6.24,84.24,google_pay,affiliate,AU
ORD-003654,CUST-03655,2024-01-15,completed,79,0,0,6.32,85.32,bank_transfer,organic_search,US
ORD-003655,CUST-03656,2023-02-16,completed,80,8,0,6.4,78.4,credit_card,paid_search,CA
ORD-003656,CUST-03657,2024-03-17,shipped,81,0,0,6.48,87.48,paypal,social_media,UK
ORD-003657,CUST-03658,2023-04-18,shipped,82,0,0,6.56,88.56,apple_pay,email_campaign,DE
ORD-003658,CUST-03659,2024-05-19,processing,83,0,0,6.64,89.64,google_pay,direct_traffic,FR
ORD-003659,CUST-03660,2023-06-20,cancelled,84,0,0,6.72,90.72,bank_transfer,affiliate,AU
ORD-003660,CUST-03661,2023-10-21,completed,85,8.5,0,6.8,83.3,credit_card,organic_search,US
ORD-003661,CUST-03662,2024-11-22,completed,86,0,0,6.88,92.88,paypal,paid_search,CA
ORD-003662,CUST-03663,2023-12-23,completed,87,0,0,6.96,93.96,apple_pay,social_media,UK
ORD-003663,CUST-03664,2024-10-24,completed,88,0,0,7.04,95.04,google_pay,email_campaign,DE
ORD-003664,CUST-03665,2024-02-25,completed,89,0,0,7.12,96.12,bank_transfer,direct_traffic,FR
ORD-003665,CUST-03666,2023-03-26,completed,90,9,0,7.2,88.2,credit_card,affiliate,AU
ORD-003666,CUST-03667,2024-04-27,completed,91,0,0,7.28,98.28,paypal,organic_search,US
ORD-003667,CUST-03668,2023-05-28,completed,92,0,0,7.36,99.36,apple_pay,paid_search,CA
ORD-003668,CUST-03669,2024-06-01,completed,93,0,0,7.44,100.44,google_pay,social_media,UK
ORD-003669,CUST-03670,2023-07-02,completed,94,0,0,7.52,101.52,bank_transfer,email_campaign,DE
ORD-003670,CUST-03671,2023-11-03,completed,95,9.5,0,7.6,93.1,credit_card,direct_traffic,FR
ORD-003671,CUST-03672,2024-12-04,completed,96,0,0,7.68,103.68,paypal,affiliate,AU
ORD-003672,CUST-03673,2023-10-05,completed,97,0,0,7.76,104.76,apple_pay,organic_search,US
ORD-003673,CUST-03674,2024-11-06,completed,98,0,0,7.84,105.84,google_pay,paid_search,CA
ORD-003674,CUST-03675,2024-03-07,completed,99,0,0,7.92,106.92,bank_transfer,social_media,UK
ORD-003675,CUST-03676,2023-04-08,completed,100,10,0,8,98,credit_card,email_campaign,DE
ORD-003676,CUST-03677,2024-05-09,shipped,101,0,0,8.08,109.08,paypal,direct_traffic,FR
ORD-003677,CUST-03678,2023-06-10,shipped,102,0,0,8.16,110.16,apple_pay,affiliate,AU
ORD-003678,CUST-03679,2024-07-11,processing,103,0,0,8.24,111.24,google_pay,organic_search,US
