order_item_id,order_id,product_id,quantity,unit_price,line_total
3565,ORD-001426,PROD-1166,3,185,555
3566,ORD-001427,PROD-1167,1,186,186
3567,ORD-001427,PROD-1168,2,187,374
3568,ORD-001427,PROD-1169,3,188,564
3569,ORD-001427,PROD-1170,1,189,189
3570,ORD-001428,PROD-1171,1,190,190
3571,ORD-001429,PROD-1172,1,191,191
3572,ORD-001429,PROD-1173,2,192,384
3573,ORD-001430,PROD-1174,1,193,193
3574,ORD-001430,PROD-1175,2,194,388
3575,ORD-001430,PROD-1176,3,195,585
3576,ORD-001431,PROD-1177,1,196,196
3577,ORD-001431,PROD-1178,2,197,394
3578,ORD-001431,PROD-1179,3,198,594
3579,ORD-001431,PROD-1180,1,199,199
3580,ORD-001432,PROD-1181,1,200,200
3581,ORD-001433,PROD-1182,1,201,201
3582,ORD-001433,PROD-1183,2,202,404
3583,ORD-001434,PROD-1184,1,203,203
3584,ORD-001434,PROD-1185,2,204,408
3585,ORD-001434,PROD-1186,3,205,615
3586,ORD-001435,PROD-1187,1,206,206
3587,ORD-001435,PROD-1188,2,207,414
3588,ORD-001435,PROD-1189,3,208,624
3589,ORD-001435,PROD-1190,1,209,209
3590,ORD-001436,PROD-1191,1,210,210
3591,ORD-001437,PROD-1192,1,211,211
3592,ORD-001437,PROD-1193,2,212,424
3593,ORD-001438,PROD-1194,1,213,213
3594,ORD-001438,PROD-1195,2,214,428
3595,ORD-001438,PROD-1196,3,215,645
3596,ORD-001439,PROD-1197,1,216,216
3597,ORD-001439,PROD-1198,2,217,434
3598,ORD-001439,PROD-1199,3,218,654
3599,ORD-001439,PROD-1200,1,219,219
3600,ORD-001440,PROD-0001,1,20,20
3601,ORD-001441,PROD-0002,1,21,21
3602,ORD-001441,PROD-0003,2,22,44
3603,ORD-001442,PROD-0004,1,23,23
3604,ORD-001442,PROD-0005,2,24,48
3605,ORD-001442,PROD-0006,3,25,75
3606,ORD-001443,PROD-0007,1,26,26
3607,ORD-001443,PROD-0008,2,27,54
3608,ORD-001443,PROD-0009,3,28,84
3609,ORD-001443,PROD-0010,1,29,29
3610,ORD-001444,PROD-0011,1,30,30
3611,ORD-001445,PROD-0012,1,31,31
3612,ORD-001445,PROD-0013,2,32,64
3613,ORD-001446,PROD-0014,1,33,33
3614,ORD-001446,PROD-0015,2,34,68
3615,ORD-001446,PROD-0016,3,35,105
3616,ORD-001447,PROD-0017,1,36,36
3617,ORD-001447,PROD-0018,2,37,74
3618,ORD-001447,PROD-0019,3,38,114
3619,ORD-001447,PROD-0020,1,39,39
3620,ORD-001448,PROD-0021,1,40,40
3621,ORD-001449,PROD-0022,1,41,41
3622,ORD-001449,PROD-0023,2,42,84
3623,ORD-001450,PROD-0024,1,43,43
3624,ORD-001450,PROD-0025,2,44,88
3625,ORD-001450,PROD-0026,3,45,135
3626,ORD-001451,PROD-0027,1,46,46
3627,ORD-001451,PROD-0028,2,47,94
3628,ORD-001451,PROD-0029,3,48,144
3629,ORD-001451,PROD-0030,1,49,49
3630,ORD-001452,PROD-0031,1,50,50
3631,ORD-001453,PROD-0032,1,51,51
3632,ORD-001453,PROD-0033,2,52,104
3633,ORD-001454,PROD-0034,1,53,53
3634,ORD-001454,PROD-0035,2,54,108
3635,ORD-001454,PROD-0036,3,55,165
3636,ORD-001455,PROD-0037,1,56,56
3637,ORD-001455,PROD-0038,2,57,114
3638,ORD-001455,PROD-0039,3,58,174
3639,ORD-001455,PROD-0040,1,59,59
3640,ORD-001456,PROD-0041,1,60,60
3641,ORD-001457,PROD-0042,1,61,61
3642,ORD-001457,PROD-0043,2,62,124
3643,ORD-001458,PROD-0044,1,63,63
3644,ORD-001458,PROD-0045,2,64,128
3645,ORD-001458,PROD-0046,3,65,195
3646,ORD-001459,PROD-0047,1,66,66
3647,ORD-001459,PROD-0048,2,67,134
3648,ORD-001459,PROD-0049,3,68,204
3649,ORD-001459,PROD-0050,1,69,69
3650,ORD-001460,PROD-0051,1,70,70
3651,ORD-001461,PROD-0052,1,71,71
3652,ORD-001461,PROD-0053,2,72,144
3653,ORD-001462,PROD-0054,1,73,73
3654,ORD-001462,PROD-0055,2,74,148
3655,ORD-001462,PROD-0056,3,75,225
3656,ORD-001463,PROD-0057,1,76,76
3657,ORD-001463,PROD-0058,2,77,154
3658,ORD-001463,PROD-0059,3,78,234
3659,ORD-001463,PROD-0060,1,79,79
3660,ORD-001464,PROD-0061,1,80,80
3661,ORD-001465,PROD-0062,1,81,81
3662,ORD-001465,PROD-0063,2,82,164
3663,ORD-001466,PROD-0064,1,83,83
3664,ORD-001466,PROD-0065,2,84,168
3665,ORD-001466,PROD-0066,3,85,255
3666,ORD-001467,PROD-0067,1,86,86
3667,ORD-001467,PROD-0068,2,87,174
3668,ORD-001467,PROD-0069,3,88,264
3669,ORD-001467,PROD-0070,1,89,89
3670,ORD-001468,PROD-0071,1,90,90
3671,ORD-001469,PROD-0072,1,91,91
3672,ORD-001469,PROD-0073,2,92,184
3673,ORD-001470,PROD-0074,1,93,93
3674,ORD-001470,PROD-0075,2,94,188
3675,ORD-001470,PROD-0076,3,95,285
3676,ORD-001471,PROD-0077,1,96,96
3677,ORD-001471,PROD-0078,2,97,194
3678,ORD-001471,PROD-0079,3,98,294
3679,ORD-001471,PROD-0080,1,99,99
3680,ORD-001472,PROD-0081,1,100,100
3681,ORD-001473,PROD-0082,1,101,101
3682,ORD-001473,PROD-0083,2,102,204
3683,ORD-001474,PROD-0084,1,103,103
3684,ORD-001474,PROD-0085,2,104,208
3685,ORD-001474,PROD-0086,3,105,315
3686,ORD-001475,PROD-0087,1,106,106
3687,ORD-001475,PROD-0088,2,107,214
3688,ORD-001475,PROD-0089,3,108,324
3689,ORD-001475,PROD-0090,1,109,109
3690,ORD-001476,PROD-0091,1,110,110
3691,ORD-001477,PROD-0092,1,111,111
3692,ORD-001477,PROD-0093,2,112,224
3693,ORD-001478,PROD-0094,1,113,113
3694,ORD-001478,PROD-0095,2,114,228
3695,ORD-001478,PROD-0096,3,115,345
3696,ORD-001479,PROD-0097,1,116,116
3697,ORD-001479,PROD-0098,2,117,234
3698,ORD-001479,PROD-0099,3,118,354
3699,ORD-001479,PROD-0100,1,119,119
3700,ORD-001480,PROD-0101,1,120,120
3701,ORD-001481,PROD-0102,1,121,121
3702,ORD-001481,PROD-0103,2,122,244
3703,ORD-001482,PROD-0104,1,123,123
3704,ORD-001482,PROD-0105,2,124,248
3705,ORD-001482,PROD-0106,3,125,375
3706,ORD-001483,PROD-0107,1,126,126
3707,ORD-001483,PROD-0108,2,127,254
3708,ORD-001483,PROD-0109,3,128,384
3709,ORD-001483,PROD-0110,1,129,129
3710,ORD-001484,PROD-0111,1,130,130
3711,ORD-001485,PROD-0112,1,131,131
3712,ORD-001485,PROD-0113,2,132,264
3713,ORD-001486,PROD-0114,1,133,133
3714,ORD-001486,PROD-0115,2,134,268
3715,ORD-001486,PROD-0116,3,135,405
3716,ORD-001487,PROD-0117,1,136,136
3717,ORD-001487,PROD-0118,2,137,274
3718,ORD-001487,PROD-0119,3,138,414
3719,ORD-001487,PROD-0120,1,139,139
3720,ORD-001488,PROD-0121,1,140,140
3721,ORD-001489,PROD-0122,1,141,141
3722,ORD-001489,PROD-0123,2,142,284
3723,ORD-001490,PROD-0124,1,143,143
3724,ORD-001490,PROD-0125,2,144,288
3725,ORD-001490,PROD-0126,3,145,435
3726,ORD-001491,PROD-0127,1,146,146
3727,ORD-001491,PROD-0128,2,147,294
3728,ORD-001491,PROD-0129,3,148,444
3729,ORD-001491,PROD-0130,1,149,149
3730,ORD-001492,PROD-0131,1,150,150
3731,ORD-001493,PROD-0132,1,151,151
3732,ORD-001493,PROD-0133,2,152,304
3733,ORD-001494,PROD-0134,1,153,153
3734,ORD-001494,PROD-0135,2,154,308
3735,ORD-001494,PROD-0136,3,155,465
3736,ORD-001495,PROD-0137,1,156,156
3737,ORD-001495,PROD-0138,2,157,314
3738,ORD-001495,PROD-0139,3,158,474
3739,ORD-001495,PROD-0140,1,159,159
3740,ORD-001496,PROD-0141,1,160,160
3741,ORD-001497,PROD-0142,1,161,161
3742,ORD-001497,PROD-0143,2,162,324
3743,ORD-001498,PROD-0144,1,163,163
3744,ORD-001498,PROD-0145,2,164,328
3745,ORD-001498,PROD-0146,3,165,495
3746,ORD-001499,PROD-0147,1,166,166
3747,ORD-001499,PROD-0148,2,167,334
3748,ORD-001499,PROD-0149,3,168,504
3749,ORD-001499,PROD-0150,1,169,169
3750,ORD-001500,PROD-0151,1,170,170
3751,ORD-001501,PROD-0152,1,171,171
3752,ORD-001501,PROD-0153,2,172,344
3753,ORD-001502,PROD-0154,1,173,173
3754,ORD-001502,PROD-0155,2,174,348
3755,ORD-001502,PROD-0156,3,175,525
3756,ORD-001503,PROD-0157,1,176,176
3757,ORD-001503,PROD-0158,2,177,354
3758,ORD-001503,PROD-0159,3,178,534
3759,ORD-001503,PROD-0160,1,179,179
3760,ORD-001504,PROD-0161,1,180,180
3761,ORD-001505,PROD-0162,1,181,181
3762,ORD-001505,PROD-0163,2,182,364
3763,ORD-001506,PROD-0164,1,183,183
3764,ORD-001506,PROD-0165,2,184,368
3765,ORD-001506,PROD-0166,3,185,555
3766,ORD-001507,PROD-0167,1,186,186
3767,ORD-001507,PROD-0168,2,187,374
3768,ORD-001507,PROD-0169,3,188,564
3769,ORD-001507,PROD-0170,1,189,189
3770,ORD-001508,PROD-0171,1,190,190
3771,ORD-001509,PROD-0172,1,191,191
3772,ORD-001509,PROD-0173,2,192,384
3773,ORD-001510,PROD-0174,1,193,193
3774,ORD-001510,PROD-0175,2,194,388
3775,ORD-001510,PROD-0176,3,195,585
3776,ORD-001511,PROD-0177,1,196,196
3777,ORD-001511,PROD-0178,2,197,394
3778,ORD-001511,PROD-0179,3,198,594
3779,ORD-001511,PROD-0180,1,199,199
3780,ORD-001512,PROD-0181,1,200,200
3781,ORD-001513,PROD-0182,1,201,201
3782,ORD-001513,PROD-0183,2,202,404
3783,ORD-001514,PROD-0184,1,203,203
3784,ORD-001514,PROD-0185,2,204,408
3785,ORD-001514,PROD-0186,3,205,615
3786,ORD-001515,PROD-0187,1,206,206
3787,ORD-001515,PROD-0188,2,207,414
3788,ORD-001515,PROD-0189,3,208,624
3789,ORD-001515,PROD-0190,1,209,209
3790,ORD-001516,PROD-0191,1,210,210
3791,ORD-001517,PROD-0192,1,211,211
3792,ORD-001517,PROD-0193,2,212,424
3793,ORD-001518,PROD-0194,1,213,213
3794,ORD-001518,PROD-0195,2,214,428
3795,ORD-001518,PROD-0196,3,215,645
3796,ORD-001519,PROD-0197,1,216,216
3797,ORD-001519,PROD-0198,2,217,434
3798,ORD-001519,PROD-0199,3,218,654
3799,ORD-001519,PROD-0200,1,219,219
3800,ORD-001520,PROD-0201,1,20,20
3801,ORD-001521,PROD-0202,1,21,21
3802,ORD-001521,PROD-0203,2,22,44
3803,ORD-001522,PROD-0204,1,23,23
3804,ORD-001522,PROD-0205,2,24,48
3805,ORD-001522,PROD-0206,3,25,75
3806,ORD-001523,PROD-0207,1,26,26
3807,ORD-001523,PROD-0208,2,27,54
3808,ORD-001523,PROD-0209,3,28,84
3809,ORD-001523,PROD-0210,1,29,29
3810,ORD-001524,PROD-0211,1,30,30
3811,ORD-001525,PROD-0212,1,31,31
3812,ORD-001525,PROD-0213,2,32,64
3813,ORD-001526,PROD-0214,1,33,33
3814,ORD-001526,PROD-0215,2,34,68
3815,ORD-001526,PROD-0216,3,35,105
3816,ORD-001527,PROD-0217,1,36,36
3817,ORD-001527,PROD-0218,2,37,74
3818,ORD-001527,PROD-0219,3,38,114
3819,ORD-001527,PROD-0220,1,39,39
3820,ORD-001528,PROD-0221,1,40,40
3821,ORD-001529,PROD-0222,1,41,41
3822,ORD-001529,PROD-0223,2,42,84
3823,ORD-001530,PROD-0224,1,43,43
3824,ORD-001530,PROD-0225,2,44,88
3825,ORD-001530,PROD-0226,3,45,135
3826,ORD-001531,PROD-0227,1,46,46
3827,ORD-001531,PROD-0228,2,47,94
3828,ORD-001531,PROD-0229,3,48,144
3829,ORD-001531,PROD-0230,1,49,49
3830,ORD-001532,PROD-0231,1,50,50
3831,ORD-001533,PROD-0232,1,51,51
3832,ORD-001533,PROD-0233,2,52,104
3833,ORD-001534,PROD-0234,1,53,53
3834,ORD-001534,PROD-0235,2,54,108
3835,ORD-001534,PROD-0236,3,55,165
3836,ORD-001535,PROD-0237,1,56,56
3837,ORD-001535,PROD-0238,2,57,114
3838,ORD-001535,PROD-0239,3,58,174
3839,ORD-001535,PROD-0240,1,59,59
3840,ORD-001536,PROD-0241,1,60,60
3841,ORD-001537,PROD-0242,1,61,61
3842,ORD-001537,PROD-0243,2,62,124
3843,ORD-001538,PROD-0244,1,63,63
3844,ORD-001538,PROD-0245,2,64,128
3845,ORD-001538,PROD-0246,3,65,195
3846,ORD-001539,PROD-0247,1,66,66
3847,ORD-001539,PROD-0248,2,67,134
3848,ORD-001539,PROD-0249,3,68,204
3849,ORD-001539,PROD-0250,1,69,69
3850,ORD-001540,PROD-0251,1,70,70
3851,ORD-001541,PROD-0252,1,71,71
3852,ORD-001541,PROD-0253,2,72,144
3853,ORD-001542,PROD-0254,1,73,73
3854,ORD-001542,PROD-0255,2,74,148
3855,ORD-001542,PROD-0256,3,75,225
3856,ORD-001543,PROD-0257,1,76,76
3857,ORD-001543,PROD-0258,2,77,154
3858,ORD-001543,PROD-0259,3,78,234
3859,ORD-001543,PROD-0260,1,79,79
3860,ORD-001544,PROD-0261,1,80,80
3861,ORD-001545,PROD-0262,1,81,81
3862,ORD-001545,PROD-0263,2,82,164
3863,ORD-001546,PROD-0264,1,83,83
3864,ORD-001546,PROD-0265,2,84,168
3865,ORD-001546,PROD-0266,3,85,255
3866,ORD-001547,PROD-0267,1,86,86
3867,ORD-001547,PROD-0268,2,87,174
3868,ORD-001547,PROD-0269,3,88,264
3869,ORD-001547,PROD-0270,1,89,89
3870,ORD-001548,PROD-0271,1,90,90
3871,ORD-001549,PROD-0272,1,91,91
3872,ORD-001549,PROD-0273,2,92,184
3873,ORD-001550,PROD-0274,1,93,93
3874,ORD-001550,PROD-0275,2,94,188
3875,ORD-001550,PROD-0276,3,95,285
3876,ORD-001551,PROD-0277,1,96,96
3877,ORD-001551,PROD-0278,2,97,194
3878,ORD-001551,PROD-0279,3,98,294
3879,ORD-001551,PROD-0280,1,99,99
3880,ORD-001552,PROD-0281,1,100,100
3881,ORD-001553,PROD-0282,1,101,101
3882,ORD-001553,PROD-0283,2,102,204
3883,ORD-001554,PROD-0284,1,103,103
3884,ORD-001554,PROD-0285,2,104,208
3885,ORD-001554,PROD-0286,3,105,315
3886,ORD-001555,PROD-0287,1,106,106
3887,ORD-001555,PROD-0288,2,107,214
3888,ORD-001555,PROD-0289,3,108,324
3889,ORD-001555,PROD-0290,1,109,109
3890,ORD-001556,PROD-0291,1,110,110
3891,ORD-001557,PROD-0292,1,111,111
3892,ORD-001557,PROD-0293,2,112,224
3893,ORD-001558,PROD-0294,1,113,113
3894,ORD-001558,PROD-0295,2,114,228
3895,ORD-001558,PROD-0296,3,115,345
3896,ORD-001559,PROD-0297,1,116,116
3897,ORD-001559,PROD-0298,2,117,234
3898,ORD-001559,PROD-0299,3,118,354
3899,ORD-001559,PROD-0300,1,119,119
3900,ORD-001560,PROD-0301,1,120,120
3901,ORD-001561,PROD-0302,1,121,121
3902,ORD-001561,PROD-0303,2,122,244
3903,ORD-001562,PROD-0304,1,123,123
3904,ORD-001562,PROD-0305,2,124,248
3905,ORD-001562,PROD-0306,3,125,375
3906,ORD-001563,PROD-0307,1,126,126
3907,ORD-001563,PROD-0308,2,127,254
3908,ORD-001563,PROD-0309,3,128,384
3909,ORD-001563,PROD-0310,1,129,129
3910,ORD-001564,PROD-0311,1,130,130
3911,ORD-001565,PROD-0312,1,131,131
3912,ORD-001565,PROD-0313,2,132,264
3913,ORD-001566,PROD-0314,1,133,133
3914,ORD-001566,PROD-0315,2,134,268
3915,ORD-001566,PROD-0316,3,135,405
3916,ORD-001567,PROD-0317,1,136,136
3917,ORD-001567,PROD-0318,2,137,274
3918,ORD-001567,PROD-0319,3,138,414
3919,ORD-001567,PROD-0320,1,139,139
3920,ORD-001568,PROD-0321,1,140,140
3921,ORD-001569,PROD-0322,1,141,141
3922,ORD-001569,PROD-0323,2,142,284
3923,ORD-001570,PROD-0324,1,143,143
3924,ORD-001570,PROD-0325,2,144,288
3925,ORD-001570,PROD-0326,3,145,435
3926,ORD-001571,PROD-0327,1,146,146
3927,ORD-001571,PROD-0328,2,147,294
3928,ORD-001571,PROD-0329,3,148,444
3929,ORD-001571,PROD-0330,1,149,149
3930,ORD-001572,PROD-0331,1,150,150
3931,ORD-001573,PROD-0332,1,151,151
3932,ORD-001573,PROD-0333,2,152,304
3933,ORD-001574,PROD-0334,1,153,153
3934,ORD-001574,PROD-0335,2,154,308
3935,ORD-001574,PROD-0336,3,155,465
3936,ORD-001575,PROD-0337,1,156,156
3937,ORD-001575,PROD-0338,2,157,314
3938,ORD-001575,PROD-0339,3,158,474
3939,ORD-001575,PROD-0340,1,159,159
3940,ORD-001576,PROD-0341,1,160,160
3941,ORD-001577,PROD-0342,1,161,161
3942,ORD-001577,PROD-0343,2,162,324
3943,ORD-001578,PROD-0344,1,163,163
3944,ORD-001578,PROD-0345,2,164,328
3945,ORD-001578,PROD-0346,3,165,495
3946,ORD-001579,PROD-0347,1,166,166
3947,ORD-001579,PROD-0348,2,167,334
3948,ORD-001579,PROD-0349,3,168,504
3949,ORD-001579,PROD-0350,1,169,169
3950,ORD-001580,PROD-0351,1,170,170
3951,ORD-001581,PROD-0352,1,171,171
3952,ORD-001581,PROD-0353,2,172,344
3953,ORD-001582,PROD-0354,1,173,173
3954,ORD-001582,PROD-0355,2,174,348
3955,ORD-001582,PROD-0356,3,175,525
3956,ORD-001583,PROD-0357,1,176,176
3957,ORD-001583,PROD-0358,2,177,354
3958,ORD-001583,PROD-0359,3,178,534
3959,ORD-001583,PROD-0360,1,179,179
3960,ORD-001584,PROD-0361,1,180,180
3961,ORD-001585,PROD-0362,1,181,181
3962,ORD-001585,PROD-0363,2,182,364
3963,ORD-001586,PROD-0364,1,183,183
3964,ORD-001586,PROD-0365,2,184,368
3965,ORD-001586,PROD-0366,3,185,555
3966,ORD-001587,PROD-0367,1,186,186
3967,ORD-001587,PROD-0368,2,187,374
3968,ORD-001587,PROD-0369,3,188,564
3969,ORD-001587,PROD-0370,1,189,189
3970,ORD-001588,PROD-0371,1,190,190
3971,ORD-001589,PROD-0372,1,191,191
3972,ORD-001589,PROD-0373,2,192,384
3973,ORD-001590,PROD-0374,1,193,193
3974,ORD-001590,PROD-0375,2,194,388
3975,ORD-001590,PROD-0376,3,195,585
3976,ORD-001591,PROD-0377,1,196,196
3977,ORD-001591,PROD-0378,2,197,394
3978,ORD-001591,PROD-0379,3,198,594
3979,ORD-001591,PROD-0380,1,199,199
3980,ORD-001592,PROD-0381,1,200,200
3981,ORD-001593,PROD-0382,1,201,201
3982,ORD-001593,PROD-0383,2,202,404
3983,ORD-001594,PROD-0384,1,203,203
3984,ORD-001594,PROD-0385,2,204,408
3985,ORD-001594,PROD-0386,3,205,615
3986,ORD-001595,PROD-0387,1,206,206
3987,ORD-001595,PROD-0388,2,207,414
3988,ORD-001595,PROD-0389,3,208,624
3989,ORD-001595,PROD-0390,1,209,209
3990,ORD-001596,PROD-0391,1,210,210
3991,ORD-001597,PROD-0392,1,211,211
3992,ORD-001597,PROD-0393,2,212,424
3993,ORD-001598,PROD-0394,1,213,213
3994,ORD-001598,PROD-0395,2,214,428
3995,ORD-001598,PROD-0396,3,215,645
3996,ORD-001599,PROD-0397,1,216,216
3997,ORD-001599,PROD-0398,2,217,434
3998,ORD-001599,PROD-0399,3,218,654
3999,ORD-001599,PROD-0400,1,219,219
4000,ORD-001600,PROD-0401,1,20,20
4001,ORD-001601,PROD-0402,1,21,21
4002,ORD-001601,PROD-0403,2,22,44
4003,ORD-001602,PROD-0404,1,23,23
4004,ORD-001602,PROD-0405,2,24,48
4005,ORD-001602,PROD-0406,3,25,75
4006,ORD-001603,PROD-0407,1,26,26
4007,ORD-001603,PROD-0408,2,27,54
4008,ORD-001603,PROD-0409,3,28,84
4009,ORD-001603,PROD-0410,1,29,29
4010,ORD-001604,PROD-0411,1,30,30
4011,ORD-001605,PROD-0412,1,31,31
4012,ORD-001605,PROD-0413,2,32,64
4013,ORD-001606,PROD-0414,1,33,33
4014,ORD-001606,PROD-0415,2,34,68
4015,ORD-001606,PROD-0416,3,35,105
4016,ORD-001607,PROD-0417,1,36,36
4017,ORD-001607,PROD-0418,2,37,74
4018,ORD-001607,PROD-0419,3,38,114
4019,ORD-001607,PROD-0420,1,39,39
4020,ORD-001608,PROD-0421,1,40,40
4021,ORD-001609,PROD-0422,1,41,41
4022,ORD-001609,PROD-0423,2,42,84
4023,ORD-001610,PROD-0424,1,43,43
4024,ORD-001610,PROD-0425,2,44,88
4025,ORD-001610,PROD-0426,3,45,135
4026,ORD-001611,PROD-0427,1,46,46
4027,ORD-001611,PROD-0428,2,47,94
4028,ORD-001611,PROD-0429,3,48,144
4029,ORD-001611,PROD-0430,1,49,49
4030,ORD-001612,PROD-0431,1,50,50
4031,ORD-001613,PROD-0432,1,51,51
4032,ORD-001613,PROD-0433,2,52,104
4033,ORD-001614,PROD-0434,1,53,53
4034,ORD-001614,PROD-0435,2,54,108
4035,ORD-001614,PROD-0436,3,55,165
4036,ORD-001615,PROD-0437,1,56,56
4037,ORD-001615,PROD-0438,2,57,114
4038,ORD-001615,PROD-0439,3,58,174
4039,ORD-001615,PROD-0440,1,59,59
4040,ORD-001616,PROD-0441,1,60,60
4041,ORD-001617,PROD-0442,1,61,61
4042,ORD-001617,PROD-0443,2,62,124
4043,ORD-001618,PROD-0444,1,63,63
4044,ORD-001618,PROD-0445,2,64,128
4045,ORD-001618,PROD-0446,3,65,195
4046,ORD-001619,PROD-0447,1,66,66
4047,ORD-001619,PROD-0448,2,67,134
4048,ORD-001619,PROD-0449,3,68,204
4049,ORD-001619,PROD-0450,1,69,69
4050,ORD-001620,PROD-0451,1,70,70
4051,ORD-001621,PROD-0452,1,71,71
4052,ORD-001621,PROD-0453,2,72,144
4053,ORD-001622,PROD-0454,1,73,73
4054,ORD-001622,PROD-0455,2,74,148
4055,ORD-001622,PROD-0456,3,75,225
4056,ORD-001623,PROD-0457,1,76,76
4057,ORD-001623,PROD-0458,2,77,154
4058,ORD-001623,PROD-0459,3,78,234
4059,ORD-001623,PROD-0460,1,79,79
4060,ORD-001624,PROD-0461,1,80,80
4061,ORD-001625,PROD-0462,1,81,81
4062,ORD-001625,PROD-0463,2,82,164
4063,ORD-001626,PROD-0464,1,83,83
4064,ORD-001626,PROD-0465,2,84,168
4065,ORD-001626,PROD-0466,3,85,255
4066,ORD-001627,PROD-0467,1,86,86
4067,ORD-001627,PROD-0468,2,87,174
4068,ORD-001627,PROD-0469,3,88,264
4069,ORD-001627,PROD-0470,1,89,89
4070,ORD-001628,PROD-0471,1,90,90
4071,ORD-001629,PROD-0472,1,91,91
4072,ORD-001629,PROD-0473,2,92,184
4073,ORD-001630,PROD-0474,1,93,93
4074,ORD-001630,PROD-0475,2,94,188
4075,ORD-001630,PROD-0476,3,95,285
4076,ORD-001631,PROD-0477,1,96,96
4077,ORD-001631,PROD-0478,2,97,194
4078,ORD-001631,PROD-0479,3,98,294
4079,ORD-001631,PROD-0480,1,99,99
4080,ORD-001632,PROD-0481,1,100,100
4081,ORD-001633,PROD-0482,1,101,101
4082,ORD-001633,PROD-0483,2,102,204
4083,ORD-001634,PROD-0484,1,103,103
4084,ORD-001634,PROD-0485,2,104,208
4085,ORD-001634,PROD-0486,3,105,315
4086,ORD-001635,PROD-0487,1,106,106
4087,ORD-001635,PROD-0488,2,107,214
4088,ORD-001635,PROD-0489,3,108,324
4089,ORD-001635,PROD-0490,1,109,109
4090,ORD-001636,PROD-0491,1,110,110
4091,ORD-001637,PROD-0492,1,111,111
4092,ORD-001637,PROD-0493,2,112,224
4093,ORD-001638,PROD-0494,1,113,113
4094,ORD-001638,PROD-0495,2,114,228
4095,ORD-001638,PROD-0496,3,115,345
4096,ORD-001639,PROD-0497,1,116,116
4097,ORD-001639,PROD-0498,2,117,234
4098,ORD-001639,PROD-0499,3,118,354
4099,ORD-001639,PROD-0500,1,119,119
4100,ORD-001640,PROD-0501,1,120,120
4101,ORD-001641,PROD-0502,1,121,121
4102,ORD-001641,PROD-0503,2,122,244
4103,ORD-001642,PROD-0504,1,123,123
4104,ORD-001642,PROD-0505,2,124,248
4105,ORD-001642,PROD-0506,3,125,375
4106,ORD-001643,PROD-0507,1,126,126
4107,ORD-001643,PROD-0508,2,127,254
4108,ORD-001643,PROD-0509,3,128,384
4109,ORD-001643,PROD-0510,1,129,129
4110,ORD-001644,PROD-0511,1,130,130
4111,ORD-001645,PROD-0512,1,131,131
4112,ORD-001645,PROD-0513,2,132,264
4113,ORD-001646,PROD-0514,1,133,133
4114,ORD-001646,PROD-0515,2,134,268
4115,ORD-001646,PROD-0516,3,135,405
4116,ORD-001647,PROD-0517,1,136,136
4117,ORD-001647,PROD-0518,2,137,274
4118,ORD-001647,PROD-0519,3,138,414
4119,ORD-001647,PROD-0520,1,139,139
4120,ORD-001648,PROD-0521,1,140,140
4121,ORD-001649,PROD-0522,1,141,141
4122,ORD-001649,PROD-0523,2,142,284
4123,ORD-001650,PROD-0524,1,143,143
4124,ORD-001650,PROD-0525,2,144,288
4125,ORD-001650,PROD-0526,3,145,435
4126,ORD-001651,PROD-0527,1,146,146
4127,ORD-001651,PROD-0528,2,147,294
4128,ORD-001651,PROD-0529,3,148,444
4129,ORD-001651,PROD-0530,1,149,149
4130,ORD-001652,PROD-0531,1,150,150
4131,ORD-001653,PROD-0532,1,151,151
4132,ORD-001653,PROD-0533,2,152,304
4133,ORD-001654,PROD-0534,1,153,153
4134,ORD-001654,PROD-0535,2,154,308
4135,ORD-001654,PROD-0536,3,155,465
4136,ORD-001655,PROD-0537,1,156,156
4137,ORD-001655,PROD-0538,2,157,314
4138,ORD-001655,PROD-0539,3,158,474
4139,ORD-001655,PROD-0540,1,159,159
4140,ORD-001656,PROD-0541,1,160,160
4141,ORD-001657,PROD-0542,1,161,161
4142,ORD-001657,PROD-0543,2,162,324
4143,ORD-001658,PROD-0544,1,163,163
4144,ORD-001658,PROD-0545,2,164,328
4145,ORD-001658,PROD-0546,3,165,495
4146,ORD-001659,PROD-0547,1,166,166
4147,ORD-001659,PROD-0548,2,167,334
4148,ORD-001659,PROD-0549,3,168,504
4149,ORD-001659,PROD-0550,1,169,169
4150,ORD-001660,PROD-0551,1,170,170
4151,ORD-001661,PROD-0552,1,171,171
4152,ORD-001661,PROD-0553,2,172,344
4153,ORD-001662,PROD-0554,1,173,173
4154,ORD-001662,PROD-0555,2,174,348
4155,ORD-001662,PROD-0556,3,175,525
4156,ORD-001663,PROD-0557,1,176,176
4157,ORD-001663,PROD-0558,2,177,354
4158,ORD-001663,PROD-0559,3,178,534
4159,ORD-001663,PROD-0560,1,179,179
4160,ORD-001664,PROD-0561,1,180,180
4161,ORD-001665,PROD-0562,1,181,181
4162,ORD-001665,PROD-0563,2,182,364
4163,ORD-001666,PROD-0564,1,183,183
4164,ORD-001666,PROD-0565,2,184,368
4165,ORD-001666,PROD-0566,3,185,555
4166,ORD-001667,PROD-0567,1,186,186
4167,ORD-001667,PROD-0568,2,187,374
4168,ORD-001667,PROD-0569,3,188,564
4169,ORD-001667,PROD-0570,1,189,189
4170,ORD-001668,PROD-0571,1,190,190
4171,ORD-001669,PROD-0572,1,191,191
